comment_text                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,class
"""

I could have been """"reminded"""" too but was banned and then threatened by you in response. The policy here is often to ban first and ask questions later. I think I am just about done with Wiki. It is a laughing stock of an encyclopedia lampooned daily in the press and print world. """"The Onion, Daily Show, Colbert Report"""" have all picked on it for just the kind of thing I encountered daily as an editor here. It seems that censorship is the core issue behind almost all of what afflicts the site yet when it is called out by a fellow contributor, it gets some phony """"we are all friends being neutral"""" rhetoric lobbed back and no progress is ever made. You say you are following the """"rules"""" even if you are, there are higher rules like """"truth"""" which should trump the petty stuff but that whole """"just following orders"""" excuse is so typically self defeating it embarrasses me to say I am human. 

At what point does a person ask the tougher question like """"what is the truth"""" and hold that question to a standard that trumps all other things? Example: That is why men get hanged when a Judge decides DNA evidence won't be used. No one is interested in truth, they would rather hang an innocent than seek or pursue the truth. Does it matter that the DNA evidence came in on a Thursday at 4pm after the evidence cut-off time for that judges jurisdiction or does it matter more that the evidence shows clear innocence? You would be the guy saying, """"3 revert rule"""" clearly states no evidence therefore all that follows is inadmissable. You are that guy who gasses Jews and says, the rules as you interpeted them suggested that was within the guidelines laid out by the almight founder of """"Wiki"""" and you are the guy strip searching 80 year old women on airlplanes in search of bombs because the """"rules"""" clearly state search everyone. NO COMMON SENSE is left in the entire world but we in the US are committed to our stupidity moreso than most.

What ever happened to good ole common sense. Go back and read through what was posted in the exchanges and try to fix the article. Offer something constructive to the world and stop haggling over the small stuff. You make no mention of the substance of the article just enlightening me about the rules. Thanks! """                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,0
"""

Can someone explain to me why the club's website (a biased source) should """"trump"""" all other sources? Soccer-holic has clearly explained the procedure for dealing with this.   """                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,0
"""
It's been my understanding that WP:RS and WP:N trump everything else. If there are no sources present, they shouldn't have an article, regardless.  and his otters • (Broken clamshells • Otter chirps • HELP) """                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,0
"""==For Dr. Tim Vickers==

Undoubtedly Wikipedia is an important world resource on many topics. Certainly Wikipedia needs to maintain a high quality of references underpinning its articles. That is exactly why the references I have provided in the article must be accepted. They are based on considered conclusions from a wide range of quality sources. They are an accurate reflection of the work of Ed O'Loughlin made by people that know this area. There is no contrary evidence which any editor has brought to light. 
 

Therefore, blocking me (on trumped-up Wikipedia """"charges"""") does not bother me in the least. However, it is a sad reflection on your own processes. Why?

(1) Administrative editors specifically deleted my (concise) position statement in the RfC section and supplanted it with their own statement in an attempt to influence the RfC. These Administrators of Wikipedia were simultaneously advocating a particular viewpoint on O'Loughlin's work, and judging the validly of a contributing editor's references and attempting to silence him.

(2) The repeated deleting by Wikipedia editors of the words """"media monitoring groups"""" and substituting it with the words """"Jewish groups"""" (when they are by no means exclusively Jewish) will be of general wider interest, I think, and may have certain other implications.

(3) The comment by Manning that on advice he would overturn the blockade on me seems itself to have been overturned without explanation and an attempt was made to cover this up. With all the Wikipedia rules and procedures this arbitrary behaviour is rather unsatisfactory.

(4) As a scientist, Dr. Vickers you would realise that in consciously acting as an instrument to suppress knowledge you are acting in a way that must compromise your reputation and makes you vulnerable.  

Oh and 124.191.92.25  .
    """                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,0
"After all the times you have thwarted me... After all the times my plans for world domination were foiled by your meddlesome interference... After all the countless times you escaped at the very last moment, finally, I, Butros The Mighty, have defeated you, Crum375, Space Commander From Swalwell! 
How long I have awaited this glorious triumph! The Emperor Of The Universe has secured his dominion on this day! And now that my long struggle is over, how about a little... amusement?
With a clap of my jewel-bedecked hands, I summon the scantily clad dancing girls of my Pan-Galactic Slave-Harem. 
I have destroyed your accursed vessel, Star Of Abuse III, and melted it into slag, from which the galaxy's greatest artisans have forged a grand, towering statue... of me! A statue even larger and grander than the one you toppled, pinning me under its plinth, the day you nearly destroyed my Throne Room! The statue stands here in the Grand Ballroom of my Great Celestial Palace, covered in a gigantic space-tarp, but not so fast, Crum, we are not yet ready for the grand unveiling. 
I have captured the traitorous Princess Angela and her rebel allies from the Spaceship Tax Evader and immobilized them in geo-stationary orbit above my palace. At the merest touch of a button, I can activate the Astro-Detonator and delight the assembled billions here with a fireworks display the likes of which the great Butronian Empire has never seen! Princess Angela may be my own daughter, but that will not stop me from turning her and her fellow Wiki-lovers into space-dust. Even now, helplessly strapped into titanium space-manacles, they witness all I say and do on the Projecto-Screen of the Gallant. Hello, my fair daughter. How does it feel to lay eyes once again on your own... DOOM?
Ha ha ha ha ha!
See how I have seized your puny Earth friends, your boob-lover helper Guy Chapman and boy sidekick Jayjg? They too shall be forced to look on as I gorge in ecstasy at your failure and destroy your planet! Even now, I can see they long for me to discharge the Fang-Creatures of Carnivoron into their glass-walled prison, thus releasing them from the agony of witnessing my victory... But no! First, they will watch you writhe in defeat!
And that is not all, Crum! Surely, even slung in your titanium chains above the Flames Of Hate, you can see that to my right I have, held at Blasto-Ray-point by my Robo-Legionnaires, bound and displayed for all to see... Jimbo Wales and his Rocket Squad! Repturova, the Talurnian walking-lizard spy who betrayed me by joining you! Weissus, commander of the Valkyrie War-Jet Platoon! And last but not least... your beloved Julian Van August!
And now, with the merest wave of my Hypno-Scepter... Watch as your darling Earth friend tumbles under my spell. DANCE! Dance for my amusement! Let the sight of your seductively writhing body, contorting itself for my viewing pleasure, be the last thing Crum sees before she is lowered into the Flames! 
Tears?! Do I see tears in the eyes of the brave Crum375, also kown as Linda Mack? Oh-ho! Even I, in my most sinister, depraved dreams, would never have imagined it!
DANCE FOR MY AMUSEMENT! NEH-HEH heh-heh-heh-heh! HA HAHAHAHA!
How glorious! At last, with trumpet fanfare from my Astro-Orchestra, I order the curtain raised from my statue and...WHAT?!! ... It's a newly rebuilt Star Of Abuse IV! And who is that emerging from the gangplank? Crum, herelf?! 
NO! 
Buddy Jayjg has activated a hidden radio signal! The Rocket Squad is bursting free and shrinking my Robo-Legionnaires into nothing with Transmut-O-Bracelets concealed in their manacles! Weissus swings his mighty Space-Mace, smashing the controls to my torturous devices! My Hypno-Scepter, forced from my grasp by Prince Kazak's Magneto-Shooto-Beam! Julian Van August, running free into the awaiting arms of... CRUM?
Then, who is the prisoner suspended above the Flames Of Hate? What? Emitting the telltale sparks and ear-smoke of an android double? Drat! It's nothing more than a simple robo-mannequin decoy! 
Aiyeee! The Spaceship Gallant, with Princess Angela at the helm, is dive-bombing the Great Celestial Palace! Billowing clouds of space-smoke! Crowds running everywhere! Kaff! I'm choking! Kaff, kaff! Victory has—kaff—slipped through my fingers—kaff, kaff!—once again! Kaff, kaff!—CURSE YOU, CRUM kaff 375! Kaff! CURSE kaff YOU kaff FOREVER! Kaff, kaff, kaff, kaff...

THE END"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,1
"Apologies 

Apologies. I wouldn't touch those pages on principle. I know a good editor, hotheaded, is on the block for the nth time. It is becoming a hobby in here. He seems the most watched man in the I/P area. Every misstep, slip of language, loss of patience, is summarily run into AN/I to make his indictment sheet belie the fact that many editors, on both sides, have found his work, on things like small towns, coordinates, etc., invaluable, and his assistence generous. He's careless on etiquette and form, and careful about useful edits on good pages. He hates bad work, and lets it run to his head. I put that note in quite aware he'll be booted up the arse once again, and dropped a note on his page to that effect. A pity. Had I the extreme interest in and knowledge of ther niceties of hauling anyone over the coals for policy infractions, I could spend most of my wiki time hauling people into these forums. Still, as Ashley knows, policy is policy, and trumps all. That's the nature of admin, and that's how wiki works. Regards"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,0
"""

With all due respect, the criticism section as it stands is a total mess. Setting aside the fact that it reads as if the year is 2001, an inordinate amount of text is devoted to a recitation of the Bovard article, which is A) a clear partisan attack piece (it begins with a snide and largely irrelevant attack on then-president Clinton's character), B) a shoddy piece of opinion journalism overwrought with loaded assumptions (witness the dismissive tone about """"politically correct noncompetitive recreation""""), and C) dated. Did nobody else notice this thing is almost a decade old? Yet it is being used as the backbone for the longest subsection on an organization that is evolving, growing, and changing to this very day. Bovard *does* bring facts to the table but as it stands now they are sitting in a void of time and space. His article does not make it clear how statistically representative the examples of """"corruption"""" were to Americorps as it functioned circa 1993-1999, let alone Americorps as it functions today.

I am not an expert by any means on Wikipedia's guidelines, I have never added or edited an article and it would not be appropriate for me to start here. But given this article's immediate onslaught of criticism, I would have expected an ongoing narrative about whether any stuck (especially with the imminent arrival of a conservative presidency) and how (and why) Americorps changed throughout the Bush years, leading into its present growth. Instead what we are left with is the cluttered product of a single user's anti-government tirade. I am not against noting that libertarians have a death wish for Americorps, but take, for instance, the section about Bovard's """"unofficial source,"""" who dismisses the reading program. From the beginning it was a rather questionable inclusion, but it is flatly contradicted by the study cited thereafter. Again, I'm no Wikipedia expert, but it seems to me an empirical measurement of reality should trump the anonymously-sourced attack from a pundit with a clear agenda. Why, then, is this whole exchange even necessary?

Equally embarrassing is the sentence about GED students, who now apparently need to be stigmatized for no reason. The short """"Articles suggest..."""" paragraph is only a little less disastrous; it presupposes that helping people get welfare is a bad thing, a judgment call which I think ought to be left to the reader. And even setting all that aside, why, from a journalistic point of view, does the above paragraph re-introduce the Bovard article? It disrupts the readability of this page, making it all the clearer that the criticism section comes from someone who is more concerned with piling one slanted attack after another than with writing an informative, cogent article. Narrative context is jettisoned in yet another paragraph (""""There have been a number of criticisms..."""") which goes on to raise vague, weaselly arguments sourced by an article that returns a 404. The user above me has a raised a critique that I think is also fair about the last paragraph's apparent opposition to the concept of self-esteem.

If I could make a suggestion (and given my lack of Wiki experience I freely welcome its rejection) this whole section, as well as the one above it, needs to be wiped clean. There is nothing wrong with noting that Americorps had some issues in the '90s, so long as this article leaves one able to discern that we are no longer living in the '90s. As it stands, the specific citations strike me as largely irrelevant cases of excess scrutinizing. The $20k+ cost to the taxpayer per volunteer is a valuable piece of information and should not be omitted from this article. It should also not be mentioned without reference to the benefits that Americorps volunteers provide. Contrary to the what the criticism section implies, it does not seem likely that tens of thousands of volunteers per year are being paid only to paint murals and put on puppet shows. If this means that Wiki editors have to conduct more contemporary research (the last 3-4 years seeming most appropriate) in order to determine just what services Americorps volunteers provide and who they affect, so be it. No doubt it would be even more difficult to assess how Americorps changes the lives and attitudes of its volunteers (and perhaps I am biased supposing from the onset that it creates more generous public services) but this, too, would be a benefit. Cite the cost, describe the benefits as neutrally as possible, and let the reader determine for himself whether the end result is """"efficient."""" And move on. 173.52.83.2  M32"""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,0
If you have a citeable source for this (e.g. a publication by AC Clarke) then I would suggest that it trumps the citation given as I personally regard a website from an enthusiastic amateur with suspicion. 212.183.128.199                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,0
"""
Now you are suggesting that WP:VER trumps WP:MEDRS but for specific medical claims the guideline is WP:MEDRS. See WP:RS/MC: """"Ideal sources for biomedical assertions include general or systematic reviews in reliable, third-party, published sources, such as reputable medical journals, widely recognised standard textbooks written by experts in a field, or medical guidelines and position statements from nationally or internationally reputable expert bodies."""" The details are at WP:MEDRS.  (talk) """                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0
"""
    In the Donald Trump article, the controversy is a SUBSECTION of another SUBSECTION """"Presidential Campaign 2016"""" of a SECTION heading""""Politics"""". This has been my point over and over again. Sigh. It's not a standalone section! Just because it has multiple sources does not mean it should be included as a standalone point! It should be a subsection of a section that says """"Political Views"""" or """"Socio-Political Commentary"""" for the article to be balanced.   """                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,0
"""
 So, Jimbo's wrong and I'm wrong, but you're right ?    Not so sure about that.  either way, policy already forbids advertising.  So we already have a policy in place that says no to it, and policy trumps consensus. SO tell me again how you're right ?
@-► Talk to the Vorlons►Moon Base Alpha-@ """                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,0
